,Style,Bdrms,Baths_total,FinishedSqft,Sale_date,Year,Month,Sale_price
28751,Ranch,3,1,864,2020-06-23,2020,6,80000
28752,Ranch,3,1,919,2020-01-20,2020,1,108500
28753,Ranch,3,1,864,2020-09-21,2020,9,80000
28756,Cape Cod,3,1,1029,2020-01-15,2020,1,107500
28757,Ranch,2,1,1073,2020-04-15,2020,4,127500
28758,Ranch,3,1,1060,2020-10-23,2020,10,119000
28759,Res O/S A & 1/2,4,1,1517,2020-05-06,2020,5,154000
28760,Cape Cod,4,2,1309,2020-04-30,2020,4,146900
28761,Res O/S A & 1/2,2,1,954,2020-11-07,2020,11,87000
28762,Cape Cod,2,1,744,2020-05-08,2020,5,112000
28764,Ranch,2,1,744,2020-12-22,2020,12,105000
28765,Milwaukee Bungalow,3,1,1380,2020-09-24,2020,9,90000
28767,Tudor,3,2,1893,2020-06-26,2020,6,215000
28768,Cape Cod,3,2,1092,2020-06-26,2020,6,129000
28769,Cape Cod,3,2,1504,2020-10-21,2020,10,210900
28770,Cape Cod,2,1,694,2020-04-23,2020,4,111000
28771,Cape Cod,3,2,1080,2020-09-18,2020,9,210000
28772,Cape Cod,3,1,1148,2020-06-29,2020,6,178000
28773,Cape Cod,3,2,1116,2020-07-31,2020,7,164900
28774,Cape Cod,4,2,1196,2020-03-13,2020,3,160900
28775,Cape Cod,3,1,1042,2020-04-13,2020,4,175000
28776,Cape Cod,3,1,1054,2020-11-14,2020,11,143000
28777,Cape Cod,4,2,1164,2020-08-24,2020,8,180000
28778,Cape Cod,3,2,1420,2020-06-29,2020,6,191000
28779,Cape Cod,3,1,1180,2020-05-29,2020,5,192000
28780,Ranch,2,1,624,2020-12-02,2020,12,148000
28781,Duplex N/S,4,2,1510,2020-02-21,2020,2,170000
28782,Cape Cod,3,1,1036,2020-04-30,2020,4,156000
28783,Cape Cod,3,1,1195,2020-08-26,2020,8,200000
28784,Ranch,2,1,959,2020-05-19,2020,5,149500
28785,Cape Cod,3,1,1212,2020-06-22,2020,6,175000
28786,Cape Cod,3,1,1120,2020-10-06,2020,10,170000
28787,Cape Cod,3,2,1538,2020-03-02,2020,3,215000
28788,Cape Cod,3,1,1018,2020-05-20,2020,5,158000
28789,Cape Cod,4,2,1298,2020-07-15,2020,7,193000
28790,Cape Cod,3,1,1067,2020-07-31,2020,7,144000
28791,Cape Cod,4,2,1265,2020-05-26,2020,5,184500
28792,Cape Cod,3,1,1040,2020-04-18,2020,4,150000
28793,Cape Cod,3,2,1237,2020-11-02,2020,11,179500
28794,Cape Cod,4,1,1048,2020-07-27,2020,7,176000
28795,Cape Cod,3,2,1282,2020-08-28,2020,8,187500
28796,Cape Cod,3,1,1138,2020-11-09,2020,11,165000
28797,Cape Cod,3,2,1230,2020-03-20,2020,3,144900
28798,Cape Cod,4,1,1092,2020-11-02,2020,11,145000
28799,Cape Cod,2,1,752,2020-10-02,2020,10,146900
28800,Ranch,2,1,972,2020-09-10,2020,9,130000
28801,Ranch,2,1,974,2020-05-07,2020,5,130000
28802,Cape Cod,3,1,1306,2020-01-09,2020,1,151000
28803,Colonial,3,2,1626,2020-05-26,2020,5,267500
28804,Cape Cod,4,2,1381,2020-06-01,2020,6,210000
28805,Cape Cod,3,2,1168,2020-10-16,2020,10,198000
28806,Cape Cod,3,2,1159,2020-11-19,2020,11,181500
28807,Cape Cod,3,1,1212,2020-10-29,2020,10,172500
28808,Cape Cod,3,2,1453,2020-02-28,2020,2,186400
28809,Cape Cod,3,2,1502,2020-07-28,2020,7,205000
28810,Cape Cod,3,1,1158,2020-05-01,2020,5,173900
28811,Cape Cod,3,1,1191,2020-10-06,2020,10,181650
28812,Cape Cod,3,1,1236,2020-10-30,2020,10,191000
28813,Cape Cod,2,2,1413,2020-12-09,2020,12,190000
28814,Colonial,2,1,1115,2020-05-04,2020,5,100000
28815,Colonial,3,2,1311,2020-07-31,2020,7,114000
28817,Dplx Bungalow,4,2,2607,2020-07-28,2020,7,126400
28819,Colonial,3,2,1533,2020-03-13,2020,3,89900
28821,Duplex O/S,4,2,2206,2020-02-05,2020,2,121400
28823,Milwaukee Bungalow,3,2,1517,2020-03-17,2020,3,140000
28824,Milwaukee Bungalow,5,2,1846,2020-04-22,2020,4,140000
28827,Dplx Bungalow,4,2,2300,2020-04-24,2020,4,80000
28829,Res O/S A & 1/2,3,2,1659,2020-08-26,2020,8,111325
28830,Dplx Bungalow,5,2,2351,2020-11-23,2020,11,118000
28833,Milwaukee Bungalow,5,1,1592,2020-11-23,2020,11,85500
28834,Milwaukee Bungalow,3,2,1864,2020-07-20,2020,7,142000
28837,Dplx Bungalow,4,3,2552,2020-07-17,2020,7,170000
28839,Colonial,4,2,1568,2020-06-04,2020,6,250000
28840,Cape Cod,4,1,1092,2020-11-06,2020,11,125000
28841,Ranch,3,2,1211,2020-07-31,2020,7,155000
28844,Milwaukee Bungalow,3,2,1670,2020-07-17,2020,7,137000
28845,Milwaukee Bungalow,2,1,1754,2020-12-08,2020,12,135000
28846,Milwaukee Bungalow,3,1,1064,2020-01-16,2020,1,130000
28847,Cape Cod,3,1,1163,2020-09-09,2020,9,185000
28848,Ranch,3,1,1092,2020-09-28,2020,9,183000
28849,Cape Cod,3,2,947,2020-08-04,2020,8,185000
28850,Cape Cod,3,2,1170,2020-12-18,2020,12,185000
28851,Duplex O/S,3,2,1669,2020-06-08,2020,6,97500
28853,Res O/S A & 1/2,3,1,1147,2020-01-06,2020,1,108500
28854,Res O/S A & 1/2,5,2,1382,2020-07-09,2020,7,175111
28855,Cape Cod,2,2,1087,2020-05-22,2020,5,180000
28856,Colonial,2,2,1088,2020-10-16,2020,10,190000
28857,Cape Cod,3,1,1118,2020-10-02,2020,10,164000
28858,Ranch,2,2,781,2020-06-24,2020,6,162100
28859,Cape Cod,2,2,1159,2020-09-10,2020,9,190000
28860,Cape Cod,3,1,1317,2020-05-04,2020,5,158000
28861,Ranch,2,2,1046,2020-08-24,2020,8,180000
28862,Ranch,2,1,1105,2020-07-24,2020,7,175000
28864,Duplex N/S,5,2,1879,2020-12-31,2020,12,189000
28865,Cape Cod,4,2,1480,2020-10-30,2020,10,208000
28866,Ranch,3,1,1212,2020-01-11,2020,1,150000
28867,Ranch,3,1,1008,2020-09-10,2020,9,205000
28868,Ranch,2,1,1008,2020-02-12,2020,2,141000
28869,Cape Cod,4,2,1322,2020-07-31,2020,7,190000
28870,Ranch,2,1,905,2020-05-27,2020,5,110000
28871,Cape Cod,3,1,1004,2020-12-09,2020,12,150000
28874,Duplex N/S,5,3,2160,2019-01-21,2019,1,105000
28916,Cape Cod,3,2,1409,2019-04-18,2019,4,180000
28920,Colonial,3,2,1407,2019-07-12,2019,7,192000
28929,Colonial,3,2,1350,2019-04-17,2019,4,175000
28930,Colonial,4,2,1550,2019-08-05,2019,8,189900
28942,Milwaukee Bungalow,4,3,1682,2019-11-18,2019,11,113900
28950,Colonial,3,3,1664,2019-07-19,2019,7,143000
28951,Residence O/S,3,2,2054,2019-11-20,2019,11,340800
28968,Ranch,4,2,1257,2019-06-14,2019,6,125000
28970,Cape Cod,3,2,1538,2013-01-01,2013,1,188831
28974,Cape Cod,4,2,1286,2013-03-01,2013,3,87000
28975,Cape Cod,3,2,1231,2013-03-01,2013,3,129000
28976,Cape Cod,3,2,1382,2013-03-01,2013,3,118500
28977,Cape Cod,3,1,1118,2013-03-01,2013,3,127900
28978,Cape Cod,4,2,1357,2013-04-01,2013,4,166000
28979,Cape Cod,4,2,1092,2013-04-01,2013,4,110000
28980,Ranch,2,2,857,2013-04-01,2013,4,81500
28981,Cape Cod,3,2,1372,2013-05-01,2013,5,152700
28982,Cape Cod,3,2,1269,2013-05-01,2013,5,163000
28983,Cape Cod,4,1,1144,2013-05-01,2013,5,119500
28984,Colonial,3,2,1493,2013-05-01,2013,5,90400
28986,Ranch,2,1,1035,2013-05-01,2013,5,105000
28987,Cape Cod,2,2,1003,2013-05-01,2013,5,112000
28988,Cape Cod,3,2,1225,2013-06-01,2013,6,155500
28989,Cape Cod,3,2,1018,2013-06-01,2013,6,165000
28990,Ranch,3,2,1335,2013-06-01,2013,6,178500
28991,Cape Cod,4,2,1380,2013-06-01,2013,6,143000
28992,Ranch,3,2,999,2013-06-01,2013,6,131000
28993,Milwaukee Bungalow,4,2,1981,2013-06-01,2013,6,111600
28994,Milwaukee Bungalow,4,2,1699,2013-06-01,2013,6,106800
28996,Duplex N/S,5,2,2258,2013-07-01,2013,7,80000
28997,Cape Cod,3,1,1421,2013-07-01,2013,7,119500
28998,Cape Cod,2,2,1413,2013-07-01,2013,7,155000
28999,Cape Cod,4,2,1080,2013-07-01,2013,7,128500
29000,Cape Cod,3,2,1000,2013-07-01,2013,7,129000
29001,Ranch,3,1,1032,2013-07-01,2013,7,109000
29002,Ranch,3,1,1008,2013-07-01,2013,7,97000
29003,Ranch,3,1,912,2013-07-01,2013,7,110000
29004,Ranch,2,1,687,2013-07-01,2013,7,95000
29005,Ranch,2,1,672,2013-07-01,2013,7,92900
29006,Colonial,3,2,1951,2013-07-01,2013,7,229000
29007,Cape Cod,3,2,1358,2013-08-01,2013,8,185000
29008,Cape Cod,4,1,1241,2013-08-01,2013,8,115000
29009,Cape Cod,3,1,1099,2013-08-01,2013,8,80000
29010,Cape Cod,2,1,752,2013-08-01,2013,8,111500
29011,Cape Cod,4,2,1329,2013-08-01,2013,8,179500
29014,Cape Cod,3,2,1723,2013-09-01,2013,9,147000
29015,Cape Cod,3,1,1389,2013-09-01,2013,9,126000
29016,Cape Cod,3,1,1078,2013-09-01,2013,9,120000
29019,Dplx Bungalow,3,2,1770,2013-10-01,2013,10,192000
29022,Colonial,3,2,1626,2013-12-01,2013,12,121500
29023,Milwaukee Bungalow,3,1,1503,2013-12-01,2013,12,125500
29024,Ranch,3,2,1362,2014-03-01,2014,3,111720
29025,Ranch,2,1,997,2014-03-01,2014,3,94500
29026,Cape Cod,3,1,1430,2014-04-01,2014,4,134000
29027,Cape Cod,3,1,1188,2014-05-01,2014,5,116000
29028,Residence O/S,2,1,1083,2014-05-01,2014,5,119000
29029,Cape Cod,3,1,1251,2014-05-01,2014,5,122000
29032,Cape Cod,3,2,1529,2014-06-01,2014,6,111250
29033,Milwaukee Bungalow,4,2,1569,2014-06-01,2014,6,151500
29034,Tudor,2,2,1142,2014-06-01,2014,6,110000
29035,Milwaukee Bungalow,5,2,1846,2014-06-01,2014,6,99000
29036,Cape Cod,4,2,1512,2014-07-01,2014,7,160025
29037,Cape Cod,3,1,1364,2014-07-01,2014,7,125000
29038,Cape Cod,4,1,1195,2014-07-01,2014,7,148000
29039,Cape Cod,2,1,1125,2014-07-01,2014,7,106000
29040,Cape Cod,3,2,997,2014-07-01,2014,7,104500
29041,Cape Cod,3,1,1158,2014-07-01,2014,7,130000
29042,Cape Cod,3,2,1146,2014-07-01,2014,7,139800
29043,Cape Cod,3,1,1010,2014-07-01,2014,7,109900
29044,Ranch,2,1,800,2014-07-01,2014,7,95000
29045,Residence O/S,3,1,1046,2014-07-01,2014,7,203900
29047,Cape Cod,3,2,1168,2014-08-01,2014,8,157900
29048,Cape Cod,3,2,1163,2014-08-01,2014,8,140000
29049,Cape Cod,3,1,1054,2014-08-01,2014,8,108000
29050,Ranch,2,1,911,2014-08-01,2014,8,84800
29051,Ranch,2,1,715,2014-08-01,2014,8,84000
29054,Cape Cod,3,1,1176,2014-09-01,2014,9,147000
29055,Cape Cod,3,1,1017,2014-09-01,2014,9,115000
29056,Cape Cod,3,1,986,2014-09-01,2014,9,104000
29057,Cape Cod,2,1,761,2014-09-01,2014,9,94900
29058,Cape Cod,2,1,1009,2014-10-01,2014,10,102000
29059,Cape Cod,3,1,1005,2014-10-01,2014,10,127000
29060,Ranch,3,1,1152,2014-10-01,2014,10,115000
29061,Ranch,2,2,1098,2014-10-01,2014,10,105380
29062,Colonial,3,1,1432,2014-11-01,2014,11,90000
29063,Cape Cod,3,1,948,2014-12-01,2014,12,84900
29064,Residence O/S,3,2,1386,2014-12-01,2014,12,105000
29065,Cape Cod,2,2,1167,2014-12-01,2014,12,126500
29066,Milwaukee Bungalow,3,2,1517,2014-12-01,2014,12,95000
29067,Milwaukee Bungalow,3,2,1517,2014-12-01,2014,12,95000
29068,Cape Cod,3,1,1120,2015-01-01,2015,1,114500
29069,Colonial,3,2,1407,2015-01-01,2015,1,167100
29071,Milwaukee Bungalow,4,2,2547,2015-01-01,2015,1,120000
29072,Cape Cod,3,1,1027,2015-02-01,2015,2,100000
29073,Cape Cod,3,3,1453,2015-02-01,2015,2,167000
29075,Cape Cod,4,2,1662,2015-03-01,2015,3,185000
29076,Cape Cod,3,1,1086,2015-03-01,2015,3,112000
29077,Colonial,4,2,1568,2015-03-01,2015,3,179900
29078,Cape Cod,3,1,1114,2015-03-01,2015,3,112500
29079,Duplex O/S,5,2,2033,2015-04-01,2015,4,112700
29080,Cape Cod,4,1,1344,2015-04-01,2015,4,150000
29081,Cape Cod,3,2,1510,2015-04-01,2015,4,159900
29082,Cape Cod,4,2,1129,2015-04-01,2015,4,140000
29084,Cape Cod,3,2,1243,2015-05-01,2015,5,120000
29085,Cape Cod,3,1,1174,2015-05-01,2015,5,130000
29086,Ranch,3,2,1231,2015-06-01,2015,6,109900
29087,Cape Cod,4,2,1389,2015-06-01,2015,6,183000
29088,Cape Cod,3,3,1296,2015-06-01,2015,6,127500
29089,Cape Cod,3,2,1272,2015-06-01,2015,6,132900
29090,Cape Cod,3,2,1146,2015-06-01,2015,6,143700
29091,Cape Cod,3,1,1092,2015-06-01,2015,6,139000
29092,Cape Cod,3,2,1092,2015-06-01,2015,6,126000
29093,Ranch,2,2,1233,2015-06-01,2015,6,185000
29094,Ranch,3,1,1016,2015-06-01,2015,6,130000
29095,Residence O/S,2,2,1080,2015-06-01,2015,6,123250
29096,Milwaukee Bungalow,4,3,1682,2015-06-01,2015,6,93900
29097,Cape Cod,3,1,1340,2015-07-01,2015,7,119500
29098,Duplex N/S,5,3,2366,2015-07-01,2015,7,140000
29099,Cape Cod,3,2,1121,2015-07-01,2015,7,144500
29100,Cape Cod,2,1,1065,2015-07-01,2015,7,103000
29101,Cape Cod,3,1,996,2015-07-01,2015,7,139000
29102,Ranch,2,1,804,2015-07-01,2015,7,99000
29104,Cape Cod,3,1,1195,2015-08-01,2015,8,137400
29105,Colonial,3,2,1719,2015-08-01,2015,8,174000
29106,Colonial,3,2,1572,2015-08-01,2015,8,185000
29107,Ranch,3,2,1232,2015-08-01,2015,8,140000
29108,Cottage,2,1,720,2015-08-01,2015,8,118500
29110,Ranch,2,1,974,2015-09-01,2015,9,112000
29111,Cape Cod,3,2,1219,2015-09-01,2015,9,125000
29112,Ranch,3,1,1101,2015-09-01,2015,9,145000
29113,Cape Cod,3,2,1515,2015-10-01,2015,10,185000
29114,Cape Cod,3,2,1334,2015-10-01,2015,10,150000
29116,Milwaukee Bungalow,3,2,1549,2015-10-01,2015,10,113000
29117,Cape Cod,3,1,1254,2015-10-01,2015,10,150000
29119,Ranch,3,1,920,2015-10-01,2015,10,118000
29120,Duplex N/S,4,2,1794,2015-10-01,2015,10,167000
29121,Residence O/S,3,1,1046,2015-10-01,2015,10,220000
29122,Residence O/S,2,1,1083,2015-11-01,2015,11,136000
29124,Colonial,3,2,1951,2015-11-01,2015,11,243000
29125,Cape Cod,3,2,1054,2015-11-01,2015,11,87000
29126,Duplex O/S,4,2,1584,2015-11-01,2015,11,133000
29127,Milwaukee Bungalow,3,2,1569,2015-11-01,2015,11,165000
29128,Cape Cod,3,1,1190,2015-12-01,2015,12,113000
29129,Cape Cod,3,1,964,2015-12-01,2015,12,98500
29132,Ranch,2,1,984,2016-01-01,2016,1,94000
29134,Cape Cod,4,2,1480,2016-02-01,2016,2,160500
29135,Cape Cod,3,2,1502,2016-03-01,2016,3,128500
29136,Cape Cod,3,2,1435,2016-03-01,2016,3,185000
29137,Cape Cod,4,2,1368,2016-03-01,2016,3,181000
29138,Ranch,2,1,737,2016-03-01,2016,3,93000
29139,Duplex O/S,4,2,1738,2016-03-01,2016,3,125000
29141,Cape Cod,4,2,1357,2016-04-01,2016,4,178500
29142,Cape Cod,3,1,1306,2016-04-01,2016,4,152900
29143,Cape Cod,3,2,1269,2016-04-01,2016,4,157000
29144,Duplex N/S,4,2,2160,2016-04-01,2016,4,140000
29145,Ranch,3,2,988,2016-04-01,2016,4,128800
29146,Cape Cod,3,2,1469,2016-05-01,2016,5,175000
29147,Cape Cod,3,1,1428,2016-05-01,2016,5,135000
29148,Cape Cod,4,1,1309,2016-05-01,2016,5,125000
29149,Cape Cod,3,1,1035,2016-05-01,2016,5,116000
29151,Cape Cod,4,2,1409,2016-05-01,2016,5,168000
29152,Cape Cod,3,1,1237,2016-05-01,2016,5,147500
29153,Milwaukee Bungalow,3,2,1194,2016-05-01,2016,5,209000
29154,Cape Cod,3,2,1453,2016-06-01,2016,6,187500
29155,Cape Cod,4,2,1350,2016-06-01,2016,6,136500
29156,Cape Cod,3,1,1195,2016-06-01,2016,6,146734
29157,Cape Cod,4,1,1410,2016-06-01,2016,6,149900
29158,Cape Cod,2,1,1144,2016-06-01,2016,6,114000
29159,Ranch,3,1,1013,2016-06-01,2016,6,108000
29161,Cape Cod,3,1,1318,2016-07-01,2016,7,127000
29162,Cape Cod,3,2,1293,2016-07-01,2016,7,162000
29163,Cape Cod,3,2,1077,2016-07-01,2016,7,152500
29164,Cape Cod,3,1,961,2016-07-01,2016,7,94900
29165,Ranch,2,1,1304,2016-07-01,2016,7,133000
29166,Ranch,2,1,974,2016-07-01,2016,7,121000
29167,Duplex O/S,5,2,2444,2016-07-01,2016,7,125000
29168,Cape Cod,3,1,1040,2016-08-01,2016,8,129500
29169,Cape Cod,2,1,752,2016-08-01,2016,8,109000
29170,Cape Cod,2,1,1265,2016-08-01,2016,8,121000
29173,Cape Cod,3,2,1215,2016-09-01,2016,9,157000
29174,Cape Cod,2,1,888,2016-09-01,2016,9,96000
29175,Ranch,3,2,1032,2016-09-01,2016,9,134000
29176,Duplex O/S,2,2,1208,2016-09-01,2016,9,105000
29177,Cape Cod,3,1,1621,2016-09-01,2016,9,188000
29178,Colonial,3,2,1596,2016-09-01,2016,9,159000
29179,Cape Cod,3,2,1454,2016-10-01,2016,10,138000
29180,Cape Cod,3,2,1236,2016-10-01,2016,10,139900
29181,Cape Cod,3,1,886,2016-10-01,2016,10,94600
29182,Ranch,2,1,1279,2016-10-01,2016,10,136900
29183,Cape Cod,3,1,1180,2016-11-01,2016,11,88000
29185,Ranch,2,2,860,2016-11-01,2016,11,120000
29187,Cape Cod,3,1,1333,2016-12-01,2016,12,127000
29188,Cape Cod,3,1,1164,2016-12-01,2016,12,139900
29189,Milwaukee Bungalow,3,1,1503,2016-12-01,2016,12,153500
29191,Cape Cod,3,1,1380,2016-12-01,2016,12,125000
29192,Dplx Bungalow,3,3,1999,2017-01-01,2017,1,113500
29193,Cape Cod,3,1,1184,2017-01-01,2017,1,141000
29194,Cape Cod,3,2,1502,2017-02-01,2017,2,155000
29195,Ranch,4,2,1622,2017-02-01,2017,2,106000
29197,Cape Cod,3,2,1425,2017-03-01,2017,3,164000
29198,Cape Cod,3,1,1107,2017-03-01,2017,3,81900
29199,Cape Cod,3,2,962,2017-03-01,2017,3,111300
29200,Ranch,3,1,912,2017-03-01,2017,3,112000
29202,Cape Cod,4,1,1226,2017-03-01,2017,3,136000
29203,Cape Cod,3,1,1134,2017-03-01,2017,3,139500
29204,Ranch,4,2,1340,2017-03-01,2017,3,139900
29205,Cape Cod,4,2,1098,2017-04-01,2017,4,120000
29206,Cape Cod,4,2,1092,2017-04-01,2017,4,160500
29207,Cape Cod,3,2,1000,2017-04-01,2017,4,165000
29208,Cape Cod,3,2,891,2017-04-01,2017,4,106500
29209,Ranch,2,1,728,2017-04-01,2017,4,110000
29211,Duplex N/S,4,2,2212,2017-04-01,2017,4,92500
29212,Ranch,2,1,742,2017-04-01,2017,4,113000
29213,Ranch,3,1,978,2017-05-01,2017,5,81000
29214,Cape Cod,3,1,1421,2017-05-01,2017,5,176000
29215,Cape Cod,4,2,1389,2017-05-01,2017,5,180000
29216,Cape Cod,3,1,1250,2017-05-01,2017,5,131000
29217,Cape Cod,3,1,1243,2017-05-01,2017,5,165000
29218,Cape Cod,4,1,1156,2017-05-01,2017,5,147000
29219,Cape Cod,3,1,1125,2017-05-01,2017,5,125000
29220,Cape Cod,4,2,1080,2017-05-01,2017,5,129900
29221,Cape Cod,3,1,1011,2017-05-01,2017,5,125000
29222,Colonial,3,2,1629,2017-05-01,2017,5,221000
29223,Cape Cod,3,2,1757,2017-05-01,2017,5,195000
29224,Cape Cod,4,2,1409,2017-06-01,2017,6,160000
29225,Cape Cod,3,2,1336,2017-06-01,2017,6,168000
29226,Cape Cod,3,2,1255,2017-06-01,2017,6,136000
29227,Cape Cod,4,1,1217,2017-06-01,2017,6,124000
29228,Cape Cod,3,1,1173,2017-06-01,2017,6,143000
29229,Cape Cod,3,1,1168,2017-06-01,2017,6,165000
29230,Cape Cod,3,1,1158,2017-06-01,2017,6,147500
29231,Cape Cod,3,1,988,2017-06-01,2017,6,127000
29232,Ranch,3,2,1335,2017-06-01,2017,6,195000
29233,Ranch,3,2,1284,2017-06-01,2017,6,118000
29234,Dplx Bungalow,4,2,1710,2017-06-01,2017,6,135000
29235,Residence O/S,3,3,1444,2017-06-01,2017,6,175000
29236,Tudor,3,2,2149,2017-06-01,2017,6,312000
29237,Cape Cod,3,1,1090,2017-06-01,2017,6,130000
29238,Ranch,3,1,953,2017-06-01,2017,6,134900
29239,Cape Cod,3,2,1285,2017-06-01,2017,6,196000
29240,Milwaukee Bungalow,4,1,1380,2017-06-01,2017,6,184900
29241,Cape Cod,4,2,1547,2017-07-01,2017,7,173500
29242,Cape Cod,4,2,1036,2017-07-01,2017,7,137000
29243,Cape Cod,3,1,1035,2017-07-01,2017,7,114500
29244,Colonial,3,2,1493,2017-07-01,2017,7,125000
29246,Cape Cod,4,1,1546,2017-07-01,2017,7,130500
29247,Residence O/S,3,2,1828,2017-07-01,2017,7,314400
29248,Cape Cod,4,2,1796,2017-08-01,2017,8,107000
29249,Cape Cod,4,2,1309,2017-08-01,2017,8,133100
29250,Cape Cod,4,2,1298,2017-08-01,2017,8,147500
29251,Cape Cod,3,1,1212,2017-08-01,2017,8,134000
29252,Cape Cod,3,2,1164,2017-08-01,2017,8,171500
29253,Ranch,2,1,624,2017-08-01,2017,8,90600
29255,Cape Cod,3,1,996,2017-08-01,2017,8,151000
29256,Duplex N/S,4,2,1708,2017-08-01,2017,8,151500
29258,Ranch,4,2,1078,2017-09-01,2017,9,108000
29259,Cape Cod,2,1,1248,2017-09-01,2017,9,130000
29262,Cape Cod,3,1,1099,2017-10-01,2017,10,127500
29263,Cape Cod,3,1,1004,2017-10-01,2017,10,119900
29264,Cape Cod,4,3,1000,2017-10-01,2017,10,141900
29265,Ranch,2,1,1009,2017-10-01,2017,10,115000
29266,Cape Cod,3,1,1043,2017-10-01,2017,10,126900
29267,Ranch,2,1,1017,2017-10-01,2017,10,116600
29268,Dplx Bungalow,3,3,1551,2017-11-01,2017,11,98900
29270,Duplex O/S,4,2,2109,2017-11-01,2017,11,100000
29271,Cape Cod,3,2,1323,2017-11-01,2017,11,156900
29272,Ranch,3,2,1256,2017-11-01,2017,11,162600
29273,Cape Cod,3,2,1176,2017-11-01,2017,11,119000
29274,Ranch,3,2,979,2017-11-01,2017,11,156000
29276,Cape Cod,4,2,1164,2017-12-01,2017,12,114000
29277,Ranch,3,1,1016,2017-12-01,2017,12,144500
29279,Milwaukee Bungalow,4,2,2056,2017-12-01,2017,12,92500
29280,Milwaukee Bungalow,2,1,748,2017-12-01,2017,12,95000
29282,Cape Cod,3,1,1095,2017-12-01,2017,12,100000
29283,Cape Cod,3,2,984,2017-12-01,2017,12,129000
29284,Cape Cod,3,1,1223,2018-01-01,2018,1,145500
29285,Cape Cod,2,2,1172,2018-02-01,2018,2,123000
29286,Cape Cod,3,1,1540,2018-02-01,2018,2,161500
29288,Cape Cod,4,1,1176,2018-03-01,2018,3,139900
29291,Dplx Bungalow,4,2,1965,2018-03-01,2018,3,161400
29292,Cape Cod,4,3,1893,2018-04-01,2018,4,159000
29293,Cape Cod,3,1,1378,2018-04-01,2018,4,145000
29294,Cape Cod,3,1,1176,2018-04-01,2018,4,129500
29295,Cape Cod,3,1,971,2018-04-01,2018,4,135000
29296,Ranch,2,2,1233,2018-04-01,2018,4,220000
29297,Ranch,2,1,645,2018-04-01,2018,4,125000
29298,Dplx Bungalow,4,2,1915,2018-04-01,2018,4,137500
29299,Cape Cod,3,1,1044,2018-04-01,2018,4,115500
29300,Cape Cod,3,2,1296,2018-04-01,2018,4,154900
29301,Ranch,2,1,742,2018-04-01,2018,4,126000
29302,Cape Cod,3,2,1173,2018-04-01,2018,4,197500
29303,Milwaukee Bungalow,3,2,1770,2018-04-01,2018,4,255000
29305,Cape Cod,3,1,1681,2018-05-01,2018,5,130000
29306,Cape Cod,3,1,1556,2018-05-01,2018,5,166000
29307,Cape Cod,3,1,1140,2018-05-01,2018,5,133100
29308,Cape Cod,3,1,1014,2018-05-01,2018,5,126350
29309,Ranch,2,2,1153,2018-05-01,2018,5,156900
29311,Residence O/S,3,2,1386,2018-05-01,2018,5,138000
29312,Cape Cod,4,2,1311,2018-06-01,2018,6,167500
29313,Cape Cod,3,1,1276,2018-06-01,2018,6,159000
29314,Cape Cod,3,1,1270,2018-06-01,2018,6,139100
29315,Cape Cod,3,2,1205,2018-06-01,2018,6,140500
29316,Cape Cod,3,1,1188,2018-06-01,2018,6,144900
29317,Cape Cod,3,1,1144,2018-06-01,2018,6,139900
29318,Cape Cod,3,1,1080,2018-06-01,2018,6,130000
29319,Cape Cod,3,1,1068,2018-06-01,2018,6,125300
29320,Ranch,3,2,1032,2018-06-01,2018,6,112900
29321,Milwaukee Bungalow,4,1,1231,2018-06-01,2018,6,188000
29322,Residence O/S,3,1,1056,2018-06-01,2018,6,139900
29323,Ranch,2,1,702,2018-06-01,2018,6,120000
29325,Milwaukee Bungalow,4,3,1682,2018-06-01,2018,6,109900
29326,Cape Cod,4,2,1176,2018-07-01,2018,7,149000
29327,Cape Cod,3,2,997,2018-07-01,2018,7,130000
29329,Residence O/S,2,2,1080,2018-07-01,2018,7,139000
29330,Cape Cod,3,1,1114,2018-07-01,2018,7,152500
29331,Cape Cod,2,1,984,2018-07-01,2018,7,151000
29332,Ranch,3,1,984,2018-07-01,2018,7,133000
29333,Milwaukee Bungalow,4,2,1759,2018-07-01,2018,7,119900
29335,Cape Cod,3,1,1520,2018-08-01,2018,8,159900
29336,Cape Cod,4,2,1296,2018-08-01,2018,8,139900
29337,Cape Cod,3,1,964,2018-08-01,2018,8,131000
29338,Ranch,2,1,974,2018-08-01,2018,8,125000
29340,Milwaukee Bungalow,4,1,1780,2018-08-01,2018,8,90000
29341,Dplx Bungalow,5,2,2085,2018-08-01,2018,8,147000
29343,Cape Cod,3,2,1334,2018-09-01,2018,9,168000
29344,Cape Cod,2,1,1248,2018-09-01,2018,9,143000
29345,Cape Cod,3,1,1102,2018-09-01,2018,9,127000
29346,Cape Cod,4,1,1015,2018-09-01,2018,9,118000
29349,Milwaukee Bungalow,3,1,2385,2018-09-01,2018,9,105000
29350,Ranch,3,2,953,2018-09-01,2018,9,160000
29351,Ranch,3,2,1342,2018-10-01,2018,10,99900
29352,Ranch,3,2,1020,2018-10-01,2018,10,127000
29353,Cape Cod,4,2,1357,2018-10-01,2018,10,179000
29354,Cape Cod,3,2,1255,2018-10-01,2018,10,143500
29355,Cape Cod,3,1,1189,2018-10-01,2018,10,135000
